city,avg_temp,wind_speed,precipitation,transport_capacity,resident_population,historical_signups,signup_growth,temp_cost,wind_cost,precip_cost,score
572970,17.596539080665355,2.0856796334561136,0,8188.2,1853227,155,0,0.5193078161330711,0.08567963345611362,0,0.5280481800912262
屯昌县,12.527883050453385,2.066326986680969,0,31773.4,255335,3594,0,0.49442338990932305,0.06632698668096904,0,0.5280452188905805
Stranda,18.082228780967714,2.0066313965155524,0,330.2,4587594,133,0,0.6164457561935428,0.006631396515552446,0,0.5277255314570137
保山,17.500499474237646,1.7395057833859096,0,18733.5,2431211,39,0,0.5000998948475293,0.26049421661409045,0,0.527576092927774
537050,12.409754098360656,2.014097007223942,0,402.7,560894,1089,0,0.5180491803278688,0.014097007223941915,0,0.5273208687010289
仙桃,16.991001960581983,1.482645470294507,0,4417,1268715,371,0,0.3982003921163965,0.5173545297054929,0,0.5271670766750726
Sanmenxia,17.252262931034483,2.7215414843261585,0,3021.1,2723637,171810,0,0.45045258620689665,0.7215414843261585,0,0.5271094800057963
临沂,18.666666666666668,1.7633569522407289,0,2618.4,11018365,3721,0,0.7333333333333336,0.23664304775927114,0,0.5270959024854999
Yuquan,17.392446448703495,2.536424191160922,0,3796.1,3976481,26244,0,0.47848928974069904,0.536424191160922,0,0.5269900134622361
青海省,13.507550663511983,3.234921610820781,0,1119.4,5308778,900,0,0.29848986729760335,1.234921610820781,0,0.5269814339821619
574610,17.590390471072897,1.867958725886048,0,1978.8,1416929,96,0,0.5180780942145795,0.13204127411395206,0,0.5268415593304776
平凉,14.617447246525993,3.686620558072979,0,1414.9,1848607,429,0,0.07651055069480144,1.686620558072979,0,0.5267399250257236
Quad,18.082228780967714,2.1994204298478626,0,3054.5,5472217,269,0,0.6164457561935428,0.19942042984786257,0,0.5263116699772713
571270,16.601545194712397,1.1164239120722008,0,8893.6,1286401,205,0,0.3203090389424794,0.8835760879277992,0,0.5259903135310515
永州,18.14498968332287,2.1737053847740877,0,566.7,5289824,230,0,0.6289979366645738,0.1737053847740877,0,0.5257764621354755
吉安,12.482572960095297,1.4379357846773335,0,4417,4469176,5374,0,0.5034854079809407,0.5620642153226665,0,0.5256724637681063
537720,12.295452167848424,2.520007555503894,0,11992.5,5270977,30,0,0.5409095664303152,0.5200075555038941,0,0.5255164424732738
铁岭,17.974991023339317,1.939055330634278,0,5078.5,2388294,870,0,0.5949982046678635,0.06094466936572207,0,0.5254711195385656
546620,12.527883050453385,3.2726495974890293,0,1414.9,11936010,533,0,0.49442338990932305,1.2726495974890293,0,0.5252894110986898
567780,15.974089033532866,4.019358400650899,0,24.5,8741584,419,0,0.19481780670657328,2.0193584006508987,0,0.5250401065967045
Burning,18.462590766472434,1.680008303923604,0,693.7,8782285,170,0,0.6925181532944868,0.319991696076396,0,0.5250162553091401
548570,14.245764288621432,3.622603237336898,0,5078.5,2308631,3969,0,0.1508471422757136,1.622603237336898,0,0.5249596850753363
573990,18.235507320569265,2.3481668904265205,0,31773.4,4270371,149012,0,0.647101464113853,0.3481668904265205,0,0.5248823483613011
522030,12.090591373943976,1.9729698479053632,0,1414.9,798153,325,0,0.5818817252112047,0.027030152094636772,0,0.5245288237124082
咸宁,17.236959699310923,2.71525971113304,0,11500.4,2658316,407,0,0.4473919398621845,0.7152597111330401,0,0.5240863788726525
七台河,16.99251077586207,2.704790853824517,0,5867.1,689611,3721,0,0.39850215517241383,0.7047908538245169,0,0.5240717407621177
578450,18.176256137052125,1.811747491638796,0,693.7,4270371,321,0,0.635251227410425,0.1882525083612041,0,0.5240406040031694
Wolf,16.568803199671827,3.0476834841831706,0,2385.6,1318505,576,0,0.3137606399343653,1.0476834841831706,0,0.5239852008234834
Seoul,18.73786097359736,2.530245960687455,0,160.5,12183280,246,0,0.7475721947194721,0.5302459606874552,0,0.5235396187910928
烟台,18.58131203753835,1.7804011871865724,0,36.6,7102116,20164,0,0.71626240750767,0.21959881281342764,0,0.5235341781518305
Shigakogen,18.299101123595506,2.537703063952293,0,3.4,8741584,280,0,0.6598202247191012,0.5377030639522928,0,0.5235066973023398
成都,8.660502773304707,2.1052934407364785,0,18733.5,20937757,449435,0,1.2678994453390586,0.1052934407364785,0,0.5234355023238927
秦皇岛,17.809802517139058,2.391425908667288,0,693.7,3136879,15,0,0.5619605034278117,0.391425908667288,0,0.523398037809071
TNF,11.768042252260315,2.706794986571173,0,3432.1,3367579,411512,0,0.646391549547937,0.7067949865711731,0,0.523361182316743
584240,17.974991023339317,2.689496364126044,0,31773.4,7102116,303,0,0.5949982046678635,0.6894963641260441,0,0.5232204342228155
遂宁,17.809802517139058,2.381793061099171,0,2618.4,2814196,1529,0,0.5619605034278117,0.3817930610991711,0,0.52321151109727
572450,17.20103009673952,1.226782515227517,0,11991.7,2088692,230,0,0.44020601934790377,0.7732174847724831,0,0.5229513554346866
517470,11.768042252260315,2.3086479250334677,0,24.5,4986192,2401,0,0.646391549547937,0.3086479250334677,0,0.5227592246854054
561960,18.46949067575697,1.9165006539893348,0,3213.5,648173,229968,0,0.6938981351513938,0.08349934601066522,0,0.5227506338021338
常州,18.344222282266053,2.27108840434267,0,566.7,5278121,129,0,0.6688444564532106,0.2710884043426698,0,0.5225114802745502
585430,18.58131203753835,1.849774815348586,0,304,5765775,149,0,0.71626240750767,0.150225184651414,0,0.5224577447797856
Thames,11.836277489719292,1.7457453334501798,0,5078.5,3456136,203,0,0.6327445020561416,0.2542546665498202,0,0.5223741087635604
MacroSilicon,17.591636275224896,1.5298642940594949,0,23.9,1154223,10768,0,0.5183272550449793,0.47013570594050513,0,0.5221985386973681
吕梁,18.373487544483982,2.141832704292109,0,11992.5,3398431,11235,0,0.6746975088967965,0.14183270429210904,0,0.5221870616664839
516560,11.836277489719292,2.5217921146953404,0,11668.1,6042852,8778,0,0.6327445020561416,0.5217921146953404,0,0.5221516166364755
582030,17.252262931034483,2.6054782218230805,0,1866.6,0,78,0,0.45045258620689665,0.6054782218230805,0,0.5220130778009738
574760,18.410439730988102,2.1265086429976194,0,321.4,2984659,46945,0,0.6820879461976205,0.12650864299761944,0,0.5219682717243561
590070,18.621782905086526,1.5448174569869912,0,3796.1,9060092,273,0,0.7243565810173053,0.45518254301300876,0,0.5219353710773716
宜宾,17.312175150265688,3.019361241429087,0,30590.4,4588804,230,0,0.4624350300531376,1.019361241429087,0,0.5219048216818428
561870,17.500499474237646,1.3865971248246844,0,5365.7,1613585,157,0,0.5000998948475293,0.6134028751753156,0,0.5215818880446043
574110,18.462590766472434,1.9587540569780024,0,5867.1,2709378,205,0,0.6925181532944868,0.04124594302199758,0,0.5215187382139798
芜湖,18.60258213872318,2.0224614860839223,0,304,3644420,220,0,0.7205164277446358,0.02246148608392229,0,0.5214262798177096
576550,18.68646188850967,1.2866639055705116,0,336.2,5502031,411512,0,0.7372923777019338,0.7133360944294884,0,0.5212739526405553
537640,11.862114752101354,1.855079423716291,0,1414.9,284690,46655,0,0.6275770495797293,0.1449205762837089,0,0.5211005091448578
583450,17.770180938731638,1.438685197037579,0,899.1,2712894,249,0,0.5540361877463276,0.5613148029624211,0,0.5209472514553098
Xihong,18.373487544483982,2.2957165244645656,0,3021.1,3644420,39814,0,0.6746975088967965,0.29571652446456564,0,0.5207245406397215
天津,19.41581695331696,2.322316076294278,0,5078.5,12906674,170,0,0.8831633906633918,0.32231607629427783,0,0.5205948191600829
淮北,12.090591373943976,2.434112399643176,0,321.4,1970265,80,0,0.5818817252112047,0.43411239964317616,0,0.5204509928602958
湘西土家族苗族自治州,11.768042252260315,2.2957165244645656,0,1978.8,2488105,26244,0,0.646391549547937,0.29571652446456564,0,0.5204123654912937
583620,18.082228780967714,2.4295428111299997,0,5078.5,2416747,42486,0,0.6164457561935428,0.4295428111299997,0,0.5203108474727706
Jingxigudao,18.732813801308744,2.0144731447314475,0,30590.4,2855131,11235,0,0.7465627602617488,0.014473144731447452,0,0.5201852787490661
521120,12.815973786606596,3.073637853338796,0,26139.4,2820977,2270,0,0.4368052426786807,1.0736378533387958,0,0.5201683380782096
西宁,18.666666666666668,2.0206204379562043,0,31773.4,2467965,484,0,0.7333333333333336,0.020620437956204274,0,0.5200941178480589
韶关,12.482572960095297,2.839567635450305,0,5867.1,2855131,604,0,0.5034854079809407,0.839567635450305,0,0.5198054970836994
565710,18.56196081955428,1.466942371662321,0,5078.5,4986192,171810,0,0.7123921639108559,0.5330576283376789,0,0.5197937827371978
Monster,18.344222282266053,2.0537861915367484,0,5867.1,420594,576,0,0.6688444564532106,0.05378619153674835,0,0.5197617095741814
Samo,15.93764831831564,3.941874286383465,0,3432.1,3015112,155,0,0.18752966366312798,1.9418742863834648,0,0.5195298122570131
536730,11.192059369202228,2.0537861915367484,0,1757.9,3976481,86,0,0.7615881261595543,0.05378619153674835,0,0.5194330181156875
583380,17.89291924164659,2.5049438438123226,0,3021.1,1604580,2397,0,0.5785838483293183,0.5049438438123226,0,0.5193015010098405
Alpine,16.198596023775362,3.531559633027523,0,321.4,0,32,0,0.23971920475507247,1.531559633027523,0,0.5191577054853679
三亚,17.392446448703495,2.8074975307533445,0,23.9,1031396,392,0,0.47848928974069904,0.8074975307533445,0,0.5191249217292085
574260,18.05961022891318,1.680008303923604,0,330.2,727265,173,0,0.6119220457826359,0.319991696076396,0,0.5190948640364286
临沧,18.60258213872318,2.112884893573052,0,2618.4,2257991,25961,0,0.7205164277446358,0.1128848935730522,0,0.5190718553143809
539230,11.241988160849154,2.223366782715544,0,31773.4,4600276,1564,0,0.7516023678301693,0.2233667827155439,0,0.518988582779569
漳州,15.92466319382073,4.160958017384871,0,3.4,5054328,80,0,0.18493263876414617,2.1609580173848713,0,0.5188930773107245
佛山,11.223726086179154,2.5912238991110192,0,1414.9,9498863,133,0,0.7552547827641692,0.5912238991110192,0,0.5188721729905873
南充,18.58131203753835,1.5770010449320797,0,402.7,5607565,162,0,0.71626240750767,0.4229989550679203,0,0.5184392810790279
潮州,18.46949067575697,1.7389660772284374,0,11668.1,2568387,269,0,0.6938981351513938,0.26103392277156257,0,0.5183992253748192
La,15.974089033532866,4.019358400650899,0,693.7,3210714,5374,0,0.19481780670657328,2.0193584006508987,0,0.5183462266683689
517770,11.128259888705069,2.149066342796417,0,1414.9,354035,267655,0,0.7743480222589862,0.14906634279641695,0,0.5182418748873546
Dalian,17.006317867719645,3.137405268856009,0,304,1031396,870,0,0.40126357354392894,1.1374052688560088,0,0.5182390069529478
大庆,18.802305712815237,2.0799854769901063,0,18733.5,2781562,88,0,0.7604611425630473,0.07998547699010627,0,0.5180642381233197
无锡,19.37890779993735,2.0537861915367484,0,1978.8,7462135,1,0,0.8757815599874696,0.05378619153674835,0,0.5179871149173002
544050,11.13441258094357,2.416332407693099,0,5078.5,7300783,142,0,0.773117483811286,0.416332407693099,0,0.5178583384951699
桂林,18.19591268415379,2.702493049950677,0,11991.7,4931137,282,0,0.6391825368307579,0.702493049950677,0,0.5177284871943442
平顶山,19.15174334639984,2.339289257689185,0,1757.9,4987137,229968,0,0.830348669279968,0.33928925768918505,0,0.5176684370528607
Danxia,18.60258213872318,2.689496364126044,0,184.4,4496377,229968,0,0.7205164277446358,0.6894963641260441,0,0.5175259961651614
569510,17.927643652561247,1.2723495318769504,0,4695,2855131,8778,0,0.5855287305122495,0.7276504681230496,0,0.5175076197363971
神农架林区,16.114313524590166,3.884443085168357,0,3054.5,66571,125240,0,0.22286270491803323,1.884443085168357,0,0.5175016309281019
548525,16,4,0,1414.9,2439585,2270,0,0.2,2,0,0.5174046547712492
577660,18.373487544483982,1.6218299406276506,0,74.1,2486450,47,0,0.6746975088967965,0.3781700593723494,0,0.5173413898933226
Lindkogel,11.768042252260315,2.532156944156114,0,11500.4,2859074,80,0,0.646391549547937,0.5321569441561138,0,0.5172690310633827
Legendary,16.274032704852115,3.64162322395993,0,11991.7,66571,795,0,0.2548065409704229,1.6416232239599302,0,0.5172561594675759
585560,18.344222282266053,1.742612612612613,0,472.5,556621,85,0,0.6688444564532106,0.2573873873873871,0,0.5170202646785835
张家界,13.60381495158617,3.686620558072979,0,402.7,1517027,1892,0,0.27923700968276605,1.686620558072979,0,0.5169382718053581
Tapieh,17.48856304,2.846702460850112,0,472.5,354035,1089,0,0.497712608,0.8467024608501119,0,0.5168708138037387
562940,18.84935934769948,1.9173849737914967,0,5078.5,2431211,133,0,0.769871869539896,0.08261502620850325,0,0.5168537191264008
564920,18.60258213872318,2.434112399643176,0,23.9,4587594,98,0,0.7205164277446358,0.43411239964317616,0,0.5168140648265973
577450,18.14498968332287,1.6147508863593956,0,23.9,54731,149,0,0.6289979366645738,0.38524911364060443,0,0.5165759608186771
西双版纳傣族自治州,17.590390471072897,1.1164239120722008,0,61.9,1301407,240,0,0.5180780942145795,0.8835760879277992,0,0.5164662696782412
长治,19,1.924619571941111,0,1757.9,3180884,5184,0,0.8,0.075380428058889,0,0.5163874703273007
安庆,10.905388501323069,2.445791988239618,0,402.7,4165284,267655,0,0.8189222997353862,0.44579198823961796,0,0.5163842992372523
廊坊,19.099434521138136,1.7749239305530695,0,11668.1,5464087,5374,0,0.8198869042276271,0.22507606944693048,0,0.5162472431920377
573480,19.503356185408776,1.9694347737046896,0,1.3,6645243,1437,0,0.9006712370817553,0.030565226295310444,0,0.5160426241139014
574940,18.56581700866128,2.37293707309984,0,74.1,2726181,473,0,0.7131634017322561,0.3729370730998398,0,0.5158153218720682
吴忠,11.192059369202228,1.9061229370963884,0,472.5,1382713,135,0,0.7615881261595543,0.09387706290361164,0,0.5157567770787416
晋城,12.409754098360656,3.023445061839039,0,5365.7,2194545,83,0,0.5180491803278688,1.023445061839039,0,0.5156609542602613
UTHZ,17.596539080665355,2.88407261670542,0,899.1,497953,2600,0,0.5193078161330711,0.8840726167054198,0,0.5155059368102877
荆州,18.666666666666668,1.4285684733140256,0,8893.6,5231180,8778,0,0.7333333333333336,0.5714315266859744,0,0.515339911060064
Jianning,12.815973786606596,3.25,0,8893.6,1208803,900,0,0.4368052426786807,1.25,0,0.5153216893660133
573280,18.732813801308744,1.329268001907487,0,5078.5,7050683,2600,0,0.7465627602617488,0.670731998092513,0,0.5152287663227169
575160,19.62013664776857,2.246884721616514,0,321.4,9404283,8778,0,0.9240273295537144,0.2468847216165142,0,0.5152234828377865
Bali,18.802305712815237,2.0206204379562043,0,184.4,2333,102,0,0.7604611425630473,0.020620437956204274,0,0.5151987222858444
双鸭山,16.49663405911434,3.720492055356228,0,4417,1208803,22,0,0.2993268118228677,1.7204920553562282,0,0.5151662136676344
516440,11.61077582358718,1.6120010715242432,0,3.4,552694,604,0,0.6778448352825641,0.3879989284757568,0,0.5147597857213785
524180,10.166521739130436,1.947075978511128,0,5078.5,8357897,9513,0,0.9666956521739127,0.052924021488871986,0,0.5146996520004432
574470,18.005204127411396,0.9322067039106144,0,1978.8,5400868,47,0,0.6010408254822792,1.0677932960893854,0,0.5146601490024566
563120,10.792782294489612,2.155624830577392,0,1942.8,3969473,26244,0,0.8414435411020775,0.15562483057739218,0,0.5145335420024859
TransDapeng,19.43740533612956,1.7331445667272145,0,11500.4,6981236,4288,0,0.8874810672259124,0.2668554332727855,0,0.5140112247548233
雅安,18.344222282266053,2.568421205603674,0,4695,1434603,600,0,0.6688444564532106,0.5684212056036739,0,0.5137957199224082
鹰潭,18.373487544483982,2.586168987540572,0,30590.4,1154223,49,0,0.6746975088967965,0.5861689875405718,0,0.5134610891580307
三门峡,17.995827725437415,2.88407261670542,0,4417,2034872,900,0,0.5991655450874831,0.8840726167054198,0,0.5134391806180132
辽阳,10.905388501323069,1.9043433827286664,0,1755.8,1604580,456,0,0.8189222997353862,0.09565661727133357,0,0.5132067060554422
白山,18.666666666666668,1.655299539170507,0,3.4,968373,141,0,0.7333333333333336,0.344700460829493,0,0.5131212818939622
544710,10.93134835479256,3.009853361945636,0,26767.1,11936010,293,0,0.8137303290414881,1.0098533619456358,0,0.5130900557749076
Yunqiu,13.803917737789204,4.133298958440755,0,36.6,276215,114921,0,0.23921645244215917,2.133298958440755,0,0.5130888281632806
576040,19.25617538081515,1.8058999793345731,0,31773.4,3379498,52,0,0.8512350761630302,0.19410002066542686,0,0.5129242404478
珠海,18.05961022891318,2.9098879922919427,0,336.2,2439585,2842,0,0.6119220457826359,0.9098879922919427,0,0.5128521934690994
Orsi,18.410439730988102,2.648264358488865,0,18733.5,1618979,9513,0,0.6820879461976205,0.648264358488865,0,0.512681679375949
543370,11.223726086179154,2.24942787638526,0,3021.1,215573,4288,0,0.7552547827641692,0.2494278763852602,0,0.512649242602911
凉山彝族自治州,19.301616648803144,2.2612634975797445,0,1866.6,4858359,576,0,0.8603233297606288,0.26126349757974454,0,0.5126197484815678
555910,10.441127873563218,2.0378951149425286,0,36.6,4165284,11403,0,0.9117744252873564,0.03789511494252862,0,0.5125803350850178
Moab,10.991053429667293,2.1244468429573664,0,4695,444458,175,0,0.8017893140665414,0.12444684295736641,0,0.5123471020091395
536140,11.522096342551292,1.5179132452695467,0,1978.8,255335,197,0,0.6955807314897416,0.48208675473045326,0,0.5122410459747552
562870,17.862762148337595,0.96267731427971,0,693.7,1565973,506,0,0.572552429667519,1.03732268572029,0,0.511890538517083
Weixing,11.223726086179154,1.3827710206240085,0,916.8,3298468,27556,0,0.7552547827641692,0.6172289793759915,0,0.5113854512979998
North,13.60381495158617,4.114584593058411,0,899.1,2047923,604,0,0.27923700968276605,2.114584593058411,0,0.5113360250570286
甘南藏族自治州,11.223726086179154,1.6218299406276506,0,1942.8,691808,220,0,0.7552547827641692,0.3781700593723494,0,0.5112730192505371
Footprints,11.768042252260315,2.88407261670542,0,607.7,2290208,16,0,0.646391549547937,0.8840726167054198,0,0.5112601439775671
575840,19.15174334639984,2.500967809804334,0,472.5,5279102,3,0,0.830348669279968,0.500967809804334,0,0.5110898623997367
582650,16.99251077586207,3.575680287382128,0,5867.1,0,16,0,0.39850215517241383,1.575680287382128,0,0.5109807653133739
585270,19.26648371752653,2.445791988239618,0,412.6,5464087,1236,0,0.8532967435053059,0.44579198823961796,0,0.5109686502260647
南通,9.845305608065532,2.016041794714198,0,336.2,7726635,2600,0,1.0309388783868936,0.016041794714197977,0,0.5108865616540103
Penglai,10.792782294489612,2.5072669009716764,0,1942.8,5278121,20164,0,0.8414435411020775,0.5072669009716764,0,0.5108434013403403
蚌埠,19.503356185408776,2.1202854319265203,0,5365.7,3296408,203,0,0.9006712370817553,0.1202854319265203,0,0.5108242175826152
578660,19.55571621014818,2.247959829910432,0,36.6,5279102,49,0,0.911143242029636,0.2479598299104322,0,0.5106573293900728
红河哈尼族彝族自治州,10.451710675023117,2.22873007343722,0,26767.1,4478422,74,0,0.9096578649953766,0.22873007343721996,0,0.5106504071495082
586460,19.42398919405673,1.7173395818312904,0,11500.4,4316262,220,0,0.8847978388113461,0.28266041816870957,0,0.5106098249628013
587250,19.301616648803144,1.5076637376573965,0,607.7,6042852,226,0,0.8603233297606288,0.4923362623426035,0,0.5105935200862726
绍兴,19.733777023405395,1.867958725886048,0,330.2,5270977,22,0,0.946755404681079,0.13204127411395206,0,0.5105285872524316
乌兰察布,13.078294712355731,3.7916666666666665,0,412.6,1706328,473,0,0.3843410575288537,1.7916666666666665,0,0.5104188097111614
538450,10.831162333601355,2.176736454308563,0,3796.1,528238,120,0,0.833767533279729,0.17673645430856322,0,0.5100906332178624
运城,19.41581695331696,1.6147508863593956,0,18733.5,4774508,190,0,0.8831633906633918,0.38524911364060443,0,0.5098817758439221
575030,19.04997387942744,1.5770010449320797,0,1942.8,2404954,175,0,0.8099947758854882,0.4229989550679203,0,0.5098815360733299
Les,20.048244977003147,2.087176846225152,0,1942.8,6709629,188,0,1.0096489954006294,0.0871768462251521,0,0.5096991638154592
575980,18.73786097359736,1.4379357846773335,0,693.7,954259,20164,0,0.7475721947194721,0.5620642153226665,0,0.509648803655333
Chengcai,20.00204656990707,2.018957540865632,0,74.1,4986192,25961,0,1.0004093139814139,0.018957540865632172,0,0.5095778572279506
Okinawa,18.9591996280043,2.374807751461089,0,3432.1,552694,936,0,0.7918399256008598,0.374807751461089,0,0.5093709542598968
Songhua,16,4.666666666666667,0,11992.5,3571505,1406,0,0.2,2.666666666666667,0,0.5091581613814562
Long,16.65917637441243,4.666666666666667,0,61.9,9386705,677,0,0.3318352748824857,2.666666666666667,0,0.509076919209896
齐齐哈尔,18.732813801308744,2.8616572908295383,0,184.4,4067489,26082,0,0.7465627602617488,0.8616572908295383,0,0.5090628116972046
537230,10.30037563724175,2.0824086603518266,0,36.6,2984659,5374,0,0.93992487255165,0.08240866035182659,0,0.5089874010406904
石河子,18.802305712815237,1.438685197037579,0,31773.4,498587,4612,0,0.7604611425630473,0.5613148029624211,0,0.5088511139917822
588130,19.757485398094065,2.1737053847740877,0,61.9,4588804,203,0,0.951497079618813,0.1737053847740877,0,0.5088488535116746
怒江傈僳族自治州,10.451710675023117,2.0537861915367484,0,31773.4,552694,1236,0,0.9096578649953766,0.05378619153674835,0,0.5087009722090435
Imp,18.60258213872318,2.972410042599474,0,5078.5,4316262,506,0,0.7205164277446358,0.9724100425994742,0,0.508665102597007
577930,19.41581695331696,1.887924838279084,0,1119.4,648173,53,0,0.8831633906633918,0.11207516172091592,0,0.5086247235105528
589110,19.989665407447383,1.5319474442044636,0,607.7,10071722,155,0,0.9979330814894766,0.4680525557955364,0,0.5085891321705929
Transjeju,16.54149519273969,4.151642058165548,0,472.5,1358471,4764,0,0.3082990385479377,2.1516420581655478,0,0.5085729329053398
537870,10.451710675023117,2.018957540865632,0,5078.5,232124,4288,0,0.9096578649953766,0.018957540865632172,0,0.5083216433282504
587310,18.956978417266185,1.4794159983549249,0,5867.1,1358471,456,0,0.7913956834532371,0.5205840016450751,0,0.5082509014104559
Macedon,19.62013664776857,1.9885716842670484,0,160.5,689611,55,0,0.9240273295537144,0.011428315732951555,0,0.5080515398843366
惠州,16.49663405911434,4.600954041854739,0,11668.1,6042852,269,0,0.2993268118228677,2.600954041854739,0,0.507976793275003
Ultra,19.97177085209872,2.238226201897452,0,336.2,2109750,267655,0,0.9943541704197443,0.23822620189745214,0,0.5077878204676892
日照,19.41581695331696,2.3587277029486717,0,1414.9,2968365,203,0,0.8831633906633918,0.35872770294867173,0,0.50773461700031
573060,18.802305712815237,1.3998749739529068,0,1866.6,504838,5311,0,0.7604611425630473,0.6001250260470932,0,0.5076546101858332
Chase,20.01745999179319,2.0144731447314475,0,36.6,3762407,1892,0,1.0034919983586377,0.014473144731447452,0,0.5075782943621775
587520,19.804416629414398,1.939055330634278,0,1119.4,2488105,44,0,0.9608833258828795,0.06094466936572207,0,0.5075733897417666
Buffalo,19.099434521138136,2.361103499813177,0,336.2,63487,120,0,0.8198869042276271,0.361103499813177,0,0.5075015487958041
584570,18.9591996280043,2.5848760498706733,0,899.1,1613585,1529,0,0.7918399256008598,0.5848760498706733,0,0.5074856843902879
Izu,19.099434521138136,2.407978778737127,0,26767.1,29891,2534,0,0.8198869042276271,0.4079787787371272,0,0.507392743025568
池州,10.4,1.8664546402502609,0,2618.4,1342764,1,0,0.9199999999999999,0.13354535974973913,0,0.5072885894057744
543240,10.905388501323069,2.815452246176081,0,1119.4,5477614,870,0,0.8189222997353862,0.8154522461760809,0,0.5071979087904196
Lianyungang,19.678912230728145,2.369515543353113,0,31773.4,3644420,46945,0,0.9357824461456289,0.369515543353113,0,0.5071975981452838
536460,10.59435952444802,2.742127849798838,0,1755.8,7102116,49,0,0.881128095110396,0.742127849798838,0,0.5069883670064305
昭通,20.01745999179319,2.164678710737015,0,184.4,5092611,1092,0,1.0034919983586377,0.1646787107370149,0,0.5068980753578319
547510,13.794651091300338,4.600954041854739,0,1757.9,2738482,211,0,0.2410697817399324,2.600954041854739,0,0.5068125872972771
抚州,19.804416629414398,1.7804011871865724,0,11991.7,3614866,249,0,0.9608833258828795,0.21959881281342764,0,0.5067896751444119
青岛,10.455901287553647,2.911124744376278,0,3796.1,10071722,2610,0,0.9088197424892706,0.911124744376278,0,0.5065918964605534
526810,10.991053429667293,2.5928182224207235,0,3796.1,1253878,498,0,0.8017893140665414,0.5928182224207235,0,0.5064779015452652
咸阳,19.739436765009284,1.6218299406276506,0,184.4,4983340,139,0,0.9478873530018568,0.3781700593723494,0,0.5064358872397368
Extremo,9.07396770237122,2.08958744674218,0,4695,11544036,19,0,1.1852064595257559,0.08958744674218,0,0.5062352116183254
South,10.441127873563218,1.5366013071895424,0,8893.6,4118908,617,0,0.9117744252873564,0.46339869281045765,0,0.5062134564310625
文山壮族苗族自治州,9.96457086719657,2.0829414587332056,0,402.7,3503218,744,0,1.007085826560686,0.08294145873320558,0,0.5060565015285335
Cuc,11.617145192602433,2.9615227775835957,0,304,141065,214,0,0.6765709614795135,0.9615227775835957,0,0.5060240128305037
Berry,18.56581700866128,3.030425426735293,0,4695,2431211,40,0,0.7131634017322561,1.030425426735293,0,0.5058859838076997
560210,0.0760414529037553,2.2031413612565447,0,5365.7,2308631,5833357,0,2.984791709419249,0.2031413612565447,0,0.5058608551965085
汕尾,12.815973786606596,0,0,336.2,2738482,203,0,0.4368052426786807,2,0,0.5057981934137887
和田,19.301616648803144,2.530245960687455,0,336.2,2441231,25,0,0.8603233297606288,0.5302459606874552,0,0.50569748109439
586060,19.733777023405395,1.82875781948168,0,4695,1517027,4290,0,0.946755404681079,0.17124218051831996,0,0.5056934944600227
大同,18.56196081955428,3.100017874698364,0,5365.7,3105591,136,0,0.7123921639108559,1.1000178746983642,0,0.5056846467510321
582390,18.7369508893482,2.825769264359116,0,184.4,1212203,604,0,0.7473901778696401,0.8257692643591161,0,0.5056684488563902
滨州,18.58131203753835,3.155489124832492,0,24.5,3928568,554,0,0.71626240750767,1.155489124832492,0,0.5054994414966486
双河,18.9591996280043,1.4017028288931612,0,899.1,54731,23,0,0.7918399256008598,0.5982971711068388,0,0.5054330872845119
586330,19.099434521138136,2.501337642517282,0,74.1,0,197,0,0.8198869042276271,0.501337642517282,0,0.5053586166453607
579570,20.514892318423577,2.068911299697745,0,3054.5,263245,413504,0,1.1029784636847153,0.06891129969774479,0,0.5052501365126959
Kaiserkrone,16.092843854644673,4.595729472140762,0,916.8,284690,83,0,0.2185687709289347,2.5957294721407624,0,0.5051472815262148
Bo,9.584968312059267,2.016041794714198,0,11500.4,4824016,1437,0,1.0830063375881465,0.016041794714197977,0,0.5049205908398929
随州,12.067020702070208,3.531559633027523,0,5078.5,2047923,4489,0,0.5865958595859585,1.531559633027523,0,0.5044955083247366
Utsukushigahara,18.9591996280043,0.96267731427971,0,30590.4,4316262,86,0,0.7918399256008598,1.03732268572029,0,0.5044508148294167
Guangzhou,20.359922668824748,2.1259222333001,0,5078.5,3379498,125240,0,1.0719845337649496,0.12592223330010022,0,0.5043111376525111
丽水,19.739436765009284,1.6454802259887005,0,3796.1,2507396,429,0,0.9478873530018568,0.3545197740112995,0,0.5039498143107166
544230,10.175746201966042,1.7929408606960724,0,3.4,1382713,1564,0,0.9648507596067916,0.2070591393039276,0,0.5039174121493382
贵州省,22.466713237862383,2.9003089598352214,0,4695,33839547,3627,0,1.4933426475724765,0.9003089598352214,0,0.5036855264682347
569770,19.343928934010155,1.5253315375051804,0,4417,69524,4196,0,0.8687857868020309,0.47466846249481964,0,0.5034923852509054
577990,20.34997305066475,1.5298642940594949,0,18733.5,8782285,870,0,1.0699946101329503,0.47013570594050513,0,0.503475205932893
张掖,19.41581695331696,2.505117320384962,0,304,1131016,196,0,0.8831633906633918,0.5051173203849619,0,0.5033547342044832
Phatad,14.78014140793114,5.57304739482035,0,18733.5,3254883,30,0,0.04397171841377201,3.5730473948203496,0,0.5031673702746045
香港,11.241988160849154,2.911124744376278,0,11992.5,0,196,0,0.7516023678301693,0.911124744376278,0,0.5029936356014434
